"Date","Time","Cloud Condition","Rain Condition","Brightness Condition","Cloud Value","Cloud Sensor Temperature","Rain Value","Brightness Value","Ambient Temperature","Rain Heating Percentage","Rain Sensor Temperature","Heating Status","Switch Status","Read Cycle","Timeout Errors","Safe Status","Wind Condition","Wind Value",
"2017-11-04","06:14:48","Clear","Dry","Dark","-33.1","7.0","2432","7105","7.0","12%","12.4","","Opened","2.637","1","Safe","Calm","0.0",
"2017-11-04","06:15:03","Clear","Dry","Dark","-32.9","7.0","2432","7105","7.0","12%","12.4","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-04","06:15:18","Clear","Dry","Dark","-33.0","7.0","2432","7105","7.0","12%","12.4","","Opened","2.637","1","Safe","Calm","0.0",
"2017-11-04","06:15:33","Clear","Dry","Dark","-32.8","7.1","2432","6309","7.1","12%","12.4","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-04","06:15:48","Clear","Dry","Dark","-32.8","7.1","2432","6309","7.1","12%","12.3","","Opened","2.717","1","Safe","Calm","0.0",
"2017-11-04","06:16:03","Clear","Dry","Dark","-32.9","7.1","2432","6309","7.1","12%","12.3","","Opened","2.635","1","Safe","Calm","0.0",
"2017-11-04","06:16:18","Clear","Dry","Dark","-32.9","7.1","2432","5673","7.1","12%","12.3","","Opened","2.642","1","Safe","Calm","0.0",
"2017-11-04","06:16:33","Clear","Dry","Dark","-32.9","7.1","2432","5673","7.1","12%","12.3","","Opened","2.637","1","Safe","Calm","0.0",
"2017-11-04","06:16:48","Clear","Dry","Dark","-33.0","7.1","2432","5673","7.1","12%","12.2","","Opened","2.639","1","Safe","Calm","0.0",
"2017-11-04","06:17:03","Clear","Dry","Dark","-33.1","7.1","2432","5152","7.1","12%","12.2","","Opened","2.639","1","Safe","Calm","0.0",
"2017-11-04","06:17:18","Clear","Dry","Dark","-33.0","7.1","2432","4718","7.1","12%","12.2","","Opened","2.713","1","Safe","Calm","0.0",
"2017-11-04","06:17:33","Clear","Dry","Dark","-32.8","7.1","2432","4718","7.1","12%","12.2","","Opened","2.638","1","Safe","Calm","0.0",
"2017-11-04","06:17:48","Clear","Dry","Dark","-33.0","7.1","2432","4351","7.1","12%","12.2","","Opened","2.649","1","Safe","Calm","0.0",
"2017-11-04","06:18:03","Clear","Dry","Dark","-32.7","7.1","2432","4351","7.1","12%","12.2","","Opened","2.637","1","Safe","Calm","0.0",
"2017-11-04","06:18:18","Clear","Dry","Dark","-32.6","7.1","2432","4036","7.1","12%","12.2","","Opened","2.642","1","Safe","Calm","0.0",
"2017-11-04","06:18:33","Clear","Dry","Dark","-32.7","7.1","2432","3763","7.1","12%","12.3","","Opened","2.637","1","Safe","Calm","0.0",
"2017-11-04","06:18:48","Clear","Dry","Dark","-32.6","7.1","2432","3525","7.1","12%","12.3","","Opened","2.697","1","Safe","Calm","0.0",
"2017-11-04","06:19:03","Clear","Dry","Dark","-32.8","7.1","2432","3314","7.1","12%","12.4","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-04","06:19:18","Clear","Dry","Dark","-32.8","7.1","2432","3314","7.1","12%","12.4","","Opened","2.636","1","Safe","Calm","0.0",
"2017-11-04","06:19:33","Clear","Dry","Dark","-32.7","7.1","2432","3127","7.1","12%","12.4","","Opened","2.638","1","Safe","Calm","0.0",
"2017-11-04","06:19:48","Clear","Dry","Dark","-32.7","7.1","2432","2959","7.1","12%","12.4","","Opened","2.636","1","Safe","Calm","0.0",
"2017-11-04","06:20:03","Clear","Dry","Dark","-32.6","7.1","2432","2808","7.1","12%","12.4","","Opened","2.637","1","Safe","Calm","0.0",
"2017-11-04","06:20:18","Clear","Dry","Dark","-32.7","7.1","2432","2672","7.1","12%","12.4","","Opened","2.726","1","Safe","Calm","0.0",
"2017-11-04","06:20:33","Clear","Dry","Dark","-32.2","7.1","2432","2548","7.1","12%","12.4","","Opened","2.641","1","Safe","Calm","0.0",
"2017-11-04","06:20:48","Clear","Dry","Dark","-32.4","7.1","2432","2435","7.1","12%","12.4","","Opened","2.641","1","Safe","Calm","0.0",
"2017-11-04","06:21:03","Clear","Dry","Dark","-32.4","7.1","2432","2331","7.1","12%","12.4","","Opened","2.638","1","Safe","Calm","0.0",
"2017-11-04","06:21:18","Clear","Dry","Dark","-32.1","7.1","2432","2236","7.1","12%","12.4","","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-04","06:21:33","Clear","Dry","Dark","-32.0","7.1","2432","2147","7.1","12%","12.3","","Opened","2.629","1","Safe","Calm","0.0",
"2017-11-04","06:21:48","Clear","Dry","Light","-32.0","7.1","2432","2066","7.1","12%","12.3","","Opened","2.704","1","Safe","Calm","0.0",
"2017-11-04","06:22:03","Clear","Dry","Light","-32.0","7.1","2432","1919","7.1","12%","12.4","","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-04","06:22:18","Clear","Dry","Light","-31.8","7.1","2432","1792","7.1","12%","12.4","","Opened","2.629","1","Safe","Calm","0.0",
"2017-11-04","06:22:33","Clear","Dry","Light","-31.8","7.1","2432","1734","7.1","12%","12.5","","Opened","2.632","1","Safe","Calm","0.0",
"2017-11-04","06:22:48","Clear","Dry","Light","-31.7","7.1","2432","1629","7.1","12%","12.5","","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-04","06:23:03","Clear","Dry","Light","-31.5","7.1","2432","1492","7.1","12%","12.5","","Opened","2.636","1","Safe","Calm","0.0",
"2017-11-04","06:23:18","Clear","Dry","Light","-31.6","7.1","2432","1413","7.1","12%","12.5","","Opened","2.706","1","Safe","Calm","0.0",
"2017-11-04","06:23:33","Clear","Dry","Light","-31.2","7.1","2432","1308","7.1","12%","12.5","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-04","06:23:48","Clear","Dry","Light","-31.0","7.1","2432","1246","7.1","12%","12.6","","Opened","2.641","1","Safe","Calm","0.0",
"2017-11-04","06:24:03","Clear","Dry","Light","-30.9","7.1","2432","1163","7.1","12%","12.6","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-04","06:24:18","Clear","Dry","Light","-30.9","7.1","2432","1067","7.1","12%","12.6","","Opened","2.637","1","Safe","Calm","0.0",
"2017-11-04","06:24:33","Clear","Dry","Light","-31.1","7.1","2432","967","7.1","12%","12.7","Heating DOWN","Opened","2.640","1","Safe","Calm","0.0",
"2017-11-04","06:24:48","Clear","Dry","Light","-30.8","7.1","2410","899","7.1","11%","12.6","","Opened","2.704","1","Safe","Calm","0.0",
"2017-11-04","06:25:03","Clear","Dry","Light","-30.5","7.1","2411","799","7.1","11%","12.5","","Opened","2.636","1","Safe","Calm","0.0",
"2017-11-04","06:25:18","Clear","Dry","Light","-30.6","7.1","2410","718","7.1","11%","12.5","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-04","06:25:33","Clear","Dry","Light","-30.5","7.1","2411","643","7.1","11%","12.4","","Opened","2.636","1","Safe","Calm","0.0",
"2017-11-04","06:25:48","Clear","Dry","Light","-30.2","7.2","2411","567","7.2","11%","12.4","","Opened","2.635","1","Safe","Calm","0.0",
"2017-11-04","06:26:03","Clear","Dry","Light","-29.8","7.2","2411","495","7.2","11%","12.3","","Opened","2.635","1","Safe","Calm","0.0",
"2017-11-04","06:26:18","Clear","Dry","Light","-29.9","7.2","2410","436","7.2","11%","12.3","","Opened","2.709","1","Safe","Calm","0.0",
"2017-11-04","06:26:33","Clear","Dry","Light","-30.0","7.3","2410","385","7.3","11%","12.3","","Opened","2.630","1","Safe","Calm","0.0",
"2017-11-04","06:26:48","Clear","Dry","Light","-30.0","7.3","2410","347","7.3","11%","12.2","Heating UP","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-04","06:27:03","Clear","Dry","Light","-30.1","7.3","2432","318","7.3","12%","12.3","","Opened","2.630","1","Safe","Calm","0.0",
"2017-11-04","06:27:18","Clear","Dry","Light","-30.2","7.3","2432","300","7.3","12%","12.3","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-04","06:27:33","Clear","Dry","Light","-30.1","7.3","2432","281","7.3","12%","12.4","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-04","06:27:48","Clear","Dry","Light","-30.1","7.3","2432","259","7.3","12%","12.4","","Opened","2.714","1","Safe","Calm","0.0",
"2017-11-04","06:28:03","Clear","Dry","Light","-30.1","7.3","2432","239","7.3","12%","12.5","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-04","06:28:18","Clear","Dry","Light","-30.3","7.3","2432","225","7.3","12%","12.5","","Opened","2.642","1","Safe","Calm","0.0",
"2017-11-04","06:28:33","Clear","Dry","Light","-30.2","7.3","2432","218","7.3","12%","12.6","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-04","06:28:48","Clear","Dry","Light","-30.4","7.3","2432","218","7.3","12%","12.7","","Opened","2.629","1","Safe","Calm","0.0",
"2017-11-04","06:29:03","Clear","Dry","Light","-30.5","7.3","2432","219","7.3","12%","12.8","","Opened","2.640","1","Safe","Calm","0.0",
"2017-11-04","06:29:18","Clear","Dry","Light","-30.6","7.3","2432","223","7.3","12%","12.9","Heating DOWN","Opened","2.713","1","Safe","Calm","0.0",
"2017-11-04","06:29:33","Clear","Dry","Light","-30.6","7.3","2409","233","7.3","11%","12.9","","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-04","06:29:48","Clear","Dry","Light","-30.9","7.3","2406","248","7.3","10%","12.8","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-04","06:30:03","Clear","Dry","Light","-30.9","7.3","2407","268","7.3","10%","12.7","","Opened","2.630","1","Safe","Calm","0.0",
"2017-11-04","06:30:18","Clear","Dry","Light","-31.1","7.3","2406","285","7.3","10%","12.7","","Opened","2.630","1","Safe","Calm","0.0",
"2017-11-04","06:30:33","Clear","Dry","Light","-31.3","7.3","2406","295","7.3","10%","12.6","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-04","06:30:48","Clear","Dry","Light","-31.0","7.3","2406","293","7.3","10%","12.6","","Opened","2.712","1","Safe","Calm","0.0",
"2017-11-04","06:31:03","Clear","Dry","Light","-31.4","7.3","2406","287","7.3","10%","12.4","","Opened","2.641","1","Safe","Calm","0.0",
"2017-11-04","06:31:18","Clear","Dry","Light","-31.4","7.3","2407","277","7.3","10%","12.5","","Opened","2.635","1","Safe","Calm","0.0",
"2017-11-04","06:31:33","Clear","Dry","Light","-31.6","7.3","2407","259","7.3","10%","12.4","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-04","06:31:48","Clear","Dry","Light","-31.7","7.3","2406","243","7.3","10%","12.4","","Opened","2.635","1","Safe","Calm","0.0",
"2017-11-04","06:32:03","Clear","Dry","Light","-31.6","7.3","2406","225","7.3","10%","12.4","","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-04","06:32:18","Clear","Dry","Light","-31.7","7.3","2406","208","7.3","10%","12.4","","Opened","2.744","1","Safe","Calm","0.0",
"2017-11-04","06:32:33","Clear","Dry","Light","-31.8","7.2","2406","191","7.2","10%","12.3","","Opened","2.632","1","Safe","Calm","0.0",
"2017-11-04","06:32:48","Clear","Dry","Light","-31.8","7.2","2407","177","7.2","10%","12.3","","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-04","06:33:03","Clear","Dry","Light","-31.7","7.3","2406","164","7.3","10%","12.3","","Opened","2.648","1","Safe","Calm","0.0",
"2017-11-04","06:33:18","Clear","Dry","Light","-31.6","7.3","2406","153","7.3","10%","12.3","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-04","06:33:33","Clear","Dry","Light","-31.7","7.3","2407","144","7.3","10%","12.3","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-04","06:33:48","Clear","Dry","Light","-31.8","7.3","2407","137","7.3","10%","12.3","","Opened","2.763","1","Safe","Calm","0.0",
"2017-11-04","06:34:03","Clear","Dry","Light","-31.9","7.3","2406","129","7.3","10%","12.3","","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-04","06:34:18","Clear","Dry","Light","-31.9","7.3","2406","122","7.3","10%","12.4","","Opened","2.639","1","Safe","Calm","0.0",
"2017-11-04","06:34:33","Clear","Dry","Light","-32.2","7.3","2406","114","7.3","10%","12.4","","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-04","06:34:48","Clear","Dry","Light","-31.9","7.3","2406","106","7.3","10%","12.4","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-04","06:35:03","Clear","Dry","Light","-32.1","7.3","2406","97","7.3","10%","12.4","","Opened","2.637","1","Safe","Calm","0.0",
"2017-11-04","06:35:18","Clear","Dry","Light","-31.9","7.3","2407","89","7.3","10%","12.4","","Opened","2.719","1","Safe","Calm","0.0",
"2017-11-04","06:35:33","Clear","Dry","Light","-31.6","7.3","2406","81","7.3","10%","12.4","","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-04","06:35:48","Clear","Dry","Light","-31.6","7.3","2406","74","7.3","10%","12.3","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-04","06:36:03","Clear","Dry","Light","-31.8","7.3","2406","67","7.3","10%","12.3","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-04","06:36:18","Clear","Dry","Light","-31.9","7.3","2407","61","7.3","10%","12.3","","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-04","06:36:33","Clear","Dry","Light","-31.7","7.3","2407","56","7.3","10%","12.3","","Opened","2.632","1","Safe","Calm","0.0",
"2017-11-04","06:36:48","Clear","Dry","Light","-31.7","7.3","2406","51","7.3","10%","12.3","","Opened","2.716","1","Safe","Calm","0.0",
"2017-11-04","06:37:03","Clear","Dry","Light","-31.5","7.3","2406","49","7.3","10%","12.3","","Opened","2.635","1","Safe","Calm","0.0",
"2017-11-04","06:37:18","Clear","Dry","Light","-31.5","7.3","2406","46","7.3","10%","12.3","","Opened","2.637","1","Safe","Calm","0.0",
"2017-11-04","06:37:33","Clear","Dry","Light","-31.7","7.3","2406","45","7.3","10%","12.3","","Opened","2.635","1","Safe","Calm","0.0",
"2017-11-04","06:37:48","Clear","Dry","Light","-31.5","7.3","2406","43","7.3","10%","12.4","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-04","06:38:03","Clear","Dry","Light","-31.7","7.3","2407","41","7.3","10%","12.4","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-04","06:38:18","Clear","Dry","Light","-31.8","7.3","2406","38","7.3","10%","12.4","","Opened","2.690","1","Safe","Calm","0.0",
"2017-11-04","06:38:33","Clear","Dry","Light","-31.5","7.3","2407","35","7.3","10%","12.4","","Opened","2.633","1","Safe","Calm","0.0",
"2017-11-04","06:38:48","Clear","Dry","Light","-31.6","7.3","2406","31","7.3","10%","12.4","","Opened","2.632","1","Safe","Calm","0.0",
"2017-11-04","06:39:03","Clear","Dry","Light","-31.5","7.2","2406","28","7.2","10%","12.5","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-04","06:39:18","Clear","Dry","Light","-31.6","7.2","2407","25","7.2","10%","12.4","","Opened","2.630","1","Safe","Calm","0.0",
"2017-11-04","06:39:33","Clear","Dry","Light","-31.6","7.2","2406","23","7.2","10%","12.4","","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-04","06:39:48","Clear","Dry","Light","-31.6","7.2","2406","21","7.2","10%","12.5","","Opened","2.701","1","Safe","Calm","0.0",
"2017-11-04","06:40:03","Clear","Dry","Light","-31.7","7.1","2406","20","7.1","10%","12.4","","Opened","2.630","1","Safe","Calm","0.0",
"2017-11-04","06:40:18","Clear","Dry","Light","-31.8","7.1","2406","18","7.1","10%","12.4","","Opened","2.638","1","Safe","Calm","0.0",
"2017-11-04","06:40:33","Clear","Dry","Light","-31.8","7.1","2406","16","7.1","10%","12.4","","Opened","2.640","1","Safe","Calm","0.0",
"2017-11-04","06:40:48","Clear","Dry","Light","-32.0","7.0","2406","15","7.0","10%","12.3","","Opened","2.634","1","Safe","Calm","0.0",
"2017-11-04","06:41:03","Clear","Dry","Light","-31.8","7.1","2406","13","7.1","10%","12.3","","Opened","2.628","1","Safe","Calm","0.0",
"2017-11-04","06:41:18","Clear","Dry","Light","-31.7","7.0","2406","11","7.0","10%","12.3","","Opened","2.699","1","Safe","Calm","0.0",
"2017-11-04","06:41:33","Clear","Dry","Light","-31.7","7.0","2406","8","7.0","10%","12.3","","Opened","2.631","1","Safe","Calm","0.0",
"2017-11-04","06:41:48","Clear","Dry","Very Light","-32.0","6.9","2406","6","6.9","10%","12.1","","Closed","2.632","1","Unsafe","Calm","0.0",
"2017-11-04","06:42:03","Clear","Dry","Very Light","-32.0","6.9","2407","3","6.9","10%","11.9","","Closed","2.629","1","Unsafe","Calm","0.0",
"2017-11-04","06:42:18","Clear","Dry","Very Light","-31.9","6.8","2407","0","6.8","10%","11.7","Heating UP","Closed","2.627","1","Unsafe","Calm","0.0",
"2017-11-04","06:42:33","Clear","Dry","Very Light","-31.6","6.8","2411","0","6.8","11%","11.7","Heating UP","Closed","2.636","1","Unsafe","Calm","0.0",
"2017-11-04","06:42:48","Clear","Dry","Very Light","-31.3","6.7","2432","0","6.7","12%","11.7","","Closed","2.721","1","Unsafe","Calm","0.0",
"2017-11-04","06:43:03","Clear","Dry","Very Light","-31.0","6.7","2432","0","6.7","12%","11.8","","Closed","2.639","1","Unsafe","Calm","0.0",
"2017-11-04","06:43:18","Clear","Dry","Very Light","-30.8","6.6","2432","0","6.6","12%","11.9","","Closed","2.622","1","Unsafe","Calm","0.0",
"2017-11-04","06:43:33","Clear","Dry","Very Light","-30.5","6.6","2432","0","6.6","12%","11.9","","Closed","2.624","1","Unsafe","Calm","0.0",
"2017-11-04","06:43:48","Clear","Dry","Very Light","-30.3","6.6","2432","0","6.6","12%","12.0","","Closed","2.627","1","Unsafe","Calm","0.0",
"2017-11-04","06:44:03","Clear","Dry","Very Light","-30.3","6.6","2432","0","6.6","12%","12.1","","Closed","2.626","1","Unsafe","Calm","0.0",
"2017-11-04","06:44:18","Clear","Dry","Very Light","-30.1","6.5","2432","0","6.5","12%","12.1","","Closed","2.702","1","Unsafe","Calm","0.0",
"2017-11-04","06:44:33","Clear","Dry","Very Light","-29.8","6.5","2432","0","6.5","12%","12.0","","Closed","2.623","1","Unsafe","Calm","0.0",
"2017-11-04","06:44:48","Clear","Dry","Very Light","-29.8","6.5","2432","0","6.5","12%","12.0","","Closed","2.622","1","Unsafe","Calm","0.0",
"2017-11-04","06:45:03","Clear","Dry","Very Light","-29.6","6.4","2432","0","6.4","12%","12.0","","Closed","2.630","1","Unsafe","Calm","0.0",
"2017-11-04","06:45:18","Clear","Dry","Very Light","-29.2","6.4","2432","0","6.4","12%","11.9","","Closed","2.628","1","Unsafe","Calm","0.0",
"2017-11-04","06:45:33","Clear","Dry","Very Light","-28.8","6.4","2432","0","6.4","12%","12.0","","Closed","2.627","1","Unsafe","Calm","0.0",
"2017-11-04","06:45:48","Clear","Dry","Very Light","-28.9","6.4","2432","0","6.4","12%","12.0","","Closed","2.699","1","Unsafe","Calm","0.0",
"2017-11-04","06:46:03","Clear","Dry","Very Light","-28.6","6.4","2432","0","6.4","12%","12.0","Heating DOWN","Closed","2.625","1","Unsafe","Calm","0.0",
"2017-11-04","06:46:18","Clear","Dry","Very Light","-28.6","6.4","2410","0","6.4","11%","12.0","","Closed","2.629","1","Unsafe","Calm","0.0",
"2017-11-04","06:46:33","Clear","Dry","Very Light","-28.1","6.4","2406","0","6.4","10%","11.9","","Closed","2.626","1","Unsafe","Calm","0.0",
"2017-11-04","06:46:48","Clear","Dry","Very Light","-27.9","6.4","2407","0","6.4","10%","11.8","","Closed","2.622","1","Unsafe","Calm","0.0",
"2017-11-04","06:47:03","Clear","Dry","Very Light","-27.8","6.4","2407","0","6.4","10%","11.8","","Closed","2.624","1","Unsafe","Calm","0.0",
"2017-11-04","06:47:18","Clear","Dry","Very Light","-27.7","6.4","2406","0","6.4","10%","11.8","","Closed","2.706","1","Unsafe","Calm","0.0",
"2017-11-04","06:47:33","Clear","Dry","Very Light","-27.7","6.4","2406","0","6.4","10%","11.8","","Closed","2.629","1","Unsafe","Calm","0.0",
"2017-11-04","06:47:48","Clear","Dry","Very Light","-27.8","6.4","2406","0","6.4","10%","11.8","","Closed","2.625","1","Unsafe","Calm","0.0",
"2017-11-04","06:48:03","Clear","Dry","Very Light","-27.8","6.4","2406","0","6.4","10%","11.7","","Closed","2.629","1","Unsafe","Calm","0.0",
"2017-11-04","06:48:18","Clear","Dry","Very Light","-27.9","6.4","2406","0","6.4","10%","11.7","","Closed","2.632","1","Unsafe","Calm","0.0",
"2017-11-04","06:48:33","Clear","Dry","Very Light","-28.1","6.4","2406","0","6.4","10%","11.7","","Closed","2.624","1","Unsafe","Calm","0.0",
"2017-11-04","06:48:48","Clear","Dry","Very Light","-27.9","6.5","2407","0","6.5","10%","11.8","","Closed","2.700","1","Unsafe","Calm","0.0",
"2017-11-04","06:49:03","Clear","Dry","Very Light","-28.2","6.5","2407","0","6.5","10%","11.8","","Closed","2.626","1","Unsafe","Calm","0.0",
"2017-11-04","06:49:18","Clear","Dry","Very Light","-28.4","6.5","2407","0","6.5","10%","11.8","","Closed","2.624","1","Unsafe","Calm","0.0",
"2017-11-04","06:49:33","Clear","Dry","Very Light","-28.6","6.6","2406","0","6.6","10%","11.8","","Closed","2.626","1","Unsafe","Calm","0.0",
"2017-11-04","06:49:48","Clear","Dry","Very Light","-28.7","6.6","2406","0","6.6","10%","11.9","","Closed","2.626","1","Unsafe","Calm","0.0",
"2017-11-04","06:50:03","Clear","Dry","Very Light","-28.9","6.6","2406","0","6.6","10%","12.0","","Closed","2.626","1","Unsafe","Calm","0.0",
"2017-11-04","06:50:18","Clear","Dry","Very Light","-29.1","6.6","2406","0","6.6","10%","12.1","","Closed","2.705","1","Unsafe","Calm","0.0",
"2017-11-04","06:50:33","Clear","Dry","Very Light","-29.6","6.6","2406","0","6.6","10%","12.2","","Closed","2.623","1","Unsafe","Calm","0.0",
"2017-11-04","06:50:48","Clear","Dry","Very Light","-29.7","6.6","2406","0","6.6","10%","12.2","","Closed","2.621","1","Unsafe","Calm","0.0",
"2017-11-04","06:51:03","Clear","Dry","Very Light","-30.1","6.6","2406","0","6.6","10%","12.3","","Closed","2.622","1","Unsafe","Calm","0.0",
"2017-11-04","06:51:18","Clear","Dry","Very Light","-30.2","6.6","2407","0","6.6","10%","12.4","","Closed","2.623","1","Unsafe","Calm","0.0",
"2017-11-04","06:51:33","Clear","Dry","Very Light","-30.2","6.7","2407","0","6.7","10%","12.4","","Closed","2.625","1","Unsafe","Calm","0.0",
"2017-11-04","06:51:48","Clear","Dry","Very Light","-30.6","6.7","2407","0","6.7","10%","12.5","","Closed","2.708","1","Unsafe","Calm","0.0",
"2017-11-04","06:52:03","Clear","Dry","Very Light","-30.9","6.7","2407","0","6.7","10%","12.4","","Closed","2.621","1","Unsafe","Calm","0.0",
"2017-11-04","06:52:18","Clear","Dry","Very Light","-30.9","6.7","2406","0","6.7","10%","12.4","","Closed","2.625","1","Unsafe","Calm","0.0",
"2017-11-04","06:52:33","Clear","Dry","Very Light","-31.0","6.7","2406","0","6.7","10%","12.3","","Closed","2.627","1","Unsafe","Calm","0.0",
"2017-11-04","06:52:48","Clear","Dry","Very Light","-31.3","6.7","2406","0","6.7","10%","12.2","","Closed","2.624","1","Unsafe","Calm","0.0",
"2017-11-04","06:53:03","Clear","Dry","Very Light","-31.6","6.7","2406","0","6.7","10%","12.2","","Closed","2.624","1","Unsafe","Calm","0.0",
"2017-11-04","06:53:18","Clear","Dry","Very Light","-31.7","6.8","2406","0","6.8","10%","12.1","","Closed","2.709","1","Unsafe","Calm","0.0",
"2017-11-04","06:53:33","Clear","Dry","Very Light","-31.8","6.8","2406","0","6.8","10%","12.0","","Closed","2.624","1","Unsafe","Calm","0.0",
"2017-11-04","06:53:48","Clear","Dry","Very Light","-32.0","6.8","2406","0","6.8","10%","12.0","","Closed","2.626","1","Unsafe","Calm","0.0",
"2017-11-04","06:54:03","Clear","Dry","Very Light","-32.2","6.8","2406","0","6.8","10%","12.1","","Closed","2.628","1","Unsafe","Calm","0.0",
"2017-11-04","06:54:18","Clear","Dry","Very Light","-32.1","6.8","2406","0","6.8","10%","12.2","","Closed","2.628","1","Unsafe","Calm","0.0",
"2017-11-04","06:54:33","Clear","Dry","Very Light","-32.4","6.8","2406","0","6.8","10%","12.4","","Closed","2.625","1","Unsafe","Calm","0.0",
"2017-11-04","06:54:48","Clear","Dry","Very Light","-32.7","6.8","2406","0","6.8","10%","12.4","","Closed","2.693","1","Unsafe","Calm","0.0",
"2017-11-04","06:55:03","Clear","Dry","Very Light","-33.0","6.8","2406","0","6.8","10%","12.5","","Closed","2.627","1","Unsafe","Calm","0.0",
"2017-11-04","06:55:18","Clear","Dry","Very Light","-33.2","6.7","2406","0","6.7","10%","12.5","","Closed","2.630","1","Unsafe","Calm","0.0",
"2017-11-04","06:55:33","Clear","Dry","Very Light","-32.9","6.7","2406","0","6.7","10%","12.4","","Closed","2.625","1","Unsafe","Calm","0.0",
"2017-11-04","06:55:48","Clear","Dry","Very Light","-33.4","6.7","2407","0","6.7","10%","12.3","","Closed","2.624","1","Unsafe","Calm","0.0",
"2017-11-04","06:56:03","Clear","Dry","Very Light","-33.2","6.7","2406","0","6.7","10%","12.3","","Closed","2.624","1","Unsafe","Calm","0.0",
"2017-11-04","06:56:18","Clear","Dry","Very Light","-33.4","6.7","2406","0","6.7","10%","12.1","","Closed","2.705","1","Unsafe","Calm","0.0",
"2017-11-04","06:56:33","Clear","Dry","Very Light","-33.1","6.6","2406","0","6.6","10%","11.9","","Closed","2.627","1","Unsafe","Calm","0.0",
"2017-11-04","06:56:48","Clear","Dry","Very Light","-33.9","6.6","2406","0","6.6","10%","11.7","","Closed","2.627","1","Unsafe","Calm","0.0",
"2017-11-04","06:57:03","Clear","Dry","Very Light","-33.6","6.6","2407","0","6.6","10%","11.4","Heating UP","Closed","2.631","1","Unsafe","Calm","0.0",
"2017-11-04","06:57:18","Clear","Dry","Very Light","-33.4","6.5","2410","0","6.5","11%","11.2","Heating UP","Closed","2.628","1","Unsafe","Calm","0.0",
"2017-11-04","06:57:33","Clear","Dry","Very Light","-33.2","6.5","2432","0","6.5","13%","11.1","Heating UP","Closed","2.631","1","Unsafe","Calm","0.0",
"2017-11-04","06:57:48","Clear","Dry","Very Light","-33.0","6.4","2406","0","6.4","15%","11.2","","Closed","2.693","1","Unsafe","Calm","0.0",
"2017-11-04","06:58:03","Clear","Dry","Very Light","-32.8","6.4","2406","0","6.4","15%","11.3","","Closed","2.626","1","Unsafe","Calm","0.0",
"2017-11-04","06:58:18","Clear","Dry","Very Light","-32.6","6.4","2407","0","6.4","15%","11.5","","Closed","2.624","1","Unsafe","Calm","0.0",
"2017-11-04","06:58:33","Clear","Dry","Very Light","-32.6","6.4","2406","0","6.4","15%","11.8","","Closed","2.625","1","Unsafe","Calm","0.0",
"2017-11-04","06:58:48","Clear","Dry","Very Light","-32.6","6.4","2406","0","6.4","15%","11.8","","Closed","2.623","1","Unsafe","Calm","0.0",
"2017-11-04","06:59:03","Clear","Dry","Very Light","-32.0","6.4","2406","0","6.4","15%","12.1","Heating DOWN","Closed","2.624","1","Unsafe","Calm","0.0",
"2017-11-04","06:59:18","Clear","Dry","Very Light","-32.0","6.4","2432","0","6.4","14%","12.1","Heating DOWN","Closed","2.702","1","Unsafe","Calm","0.0",
"2017-11-04","06:59:33","Clear","Dry","Very Light","-31.9","6.4","2432","0","6.4","13%","12.2","Heating DOWN","Closed","2.627","1","Unsafe","Calm","0.0",
"2017-11-04","06:59:48","Clear","Dry","Very Light","-32.1","6.4","2432","0","6.4","12%","12.3","","Closed","2.622","1","Unsafe","Calm","0.0",
