"Date","Time","Cloud Condition","Rain Condition","Brightness Condition","Cloud Value","Cloud Sensor Temperature","Rain Value","Brightness Value","Ambient Temperature","Rain Heating Percentage","Rain Sensor Temperature","Heating Status","Switch Status","Read Cycle","Timeout Errors","Safe Status","Wind Condition","Wind Value",
"2017-11-02","16:12:22","Clear","Dry","Very Light","-37.7","19.3","2400","0","19.3","11%","22.8","Heating UP","Closed","2.712","0","Unsafe","Calm","0.0",
"2017-11-02","16:12:37","Clear","Dry","Very Light","-34.8","19.3","2432","0","19.3","12%","23.1","","Closed","2.632","0","Unsafe","Calm","0.0",
"2017-11-02","16:12:52","Clear","Dry","Very Light","-34.1","19.4","2432","0","19.4","12%","23.6","","Closed","2.628","0","Unsafe","Calm","0.0",
"2017-11-02","16:13:07","Clear","Dry","Very Light","-36.2","19.4","2432","0","19.4","12%","23.8","Heating DOWN","Closed","2.626","0","Unsafe","Calm","0.0",
"2017-11-02","16:13:22","Clear","Dry","Very Light","-35.0","19.5","2400","0","19.5","11%","23.9","","Closed","2.641","0","Unsafe","Calm","0.0",
"2017-11-02","16:13:37","Clear","Dry","Very Light","-36.4","19.4","2397","0","19.4","10%","23.6","","Closed","2.627","0","Unsafe","Calm","0.0",
"2017-11-02","16:13:52","Clear","Dry","Very Light","-36.5","19.3","2397","0","19.3","10%","23.3","","Closed","2.700","0","Unsafe","Calm","0.0",
"2017-11-02","16:14:07","Clear","Dry","Very Light","-33.3","19.4","2397","0","19.4","10%","23.6","","Closed","2.631","0","Unsafe","Calm","0.0",
"2017-11-02","16:14:22","Clear","Dry","Very Light","-34.3","19.5","2397","0","19.5","10%","24.0","","Closed","2.626","0","Unsafe","Calm","0.0",
"2017-11-02","16:14:37","Clear","Dry","Very Light","-34.3","19.6","2396","0","19.6","10%","24.2","","Closed","2.634","0","Unsafe","Calm","0.0",
"2017-11-02","16:14:52","Clear","Dry","Very Light","-35.3","19.6","2396","0","19.6","10%","24.3","","Closed","2.632","0","Unsafe","Calm","0.0",
"2017-11-02","16:15:07","Clear","Dry","Very Light","-32.8","19.8","2395","0","19.8","10%","24.7","","Closed","2.628","0","Unsafe","Calm","0.0",
"2017-11-02","16:15:22","Clear","Dry","Very Light","-33.4","19.9","2396","0","19.9","10%","24.9","","Closed","2.692","0","Unsafe","Calm","0.0",
"2017-11-02","16:15:37","Clear","Dry","Very Light","-34.5","20.1","2396","0","20.1","10%","25.3","","Closed","2.628","0","Unsafe","Calm","0.0",
"2017-11-02","16:15:52","Clear","Dry","Very Light","-37.5","20.0","2395","0","20.0","10%","24.9","","Closed","2.626","0","Unsafe","Calm","0.0",
"2017-11-02","16:16:07","Clear","Dry","Very Light","-36.0","20.0","2395","0","20.0","10%","24.6","","Closed","2.624","0","Unsafe","Calm","0.0",
"2017-11-02","16:16:22","Clear","Dry","Very Light","-36.7","19.9","2396","0","19.9","10%","24.3","","Closed","2.642","0","Unsafe","Calm","0.0",
"2017-11-02","16:16:37","Clear","Dry","Very Light","-36.7","19.8","2397","0","19.8","10%","23.9","","Closed","2.626","0","Unsafe","Calm","0.0",
"2017-11-02","16:16:52","Clear","Dry","Very Light","-39.4","19.6","2397","0","19.6","10%","23.4","","Closed","2.693","0","Unsafe","Calm","0.0",
"2017-11-02","16:17:07","Clear","Dry","Very Light","-36.4","19.4","2397","0","19.4","10%","23.1","Heating UP","Closed","2.625","0","Unsafe","Calm","0.0",
"2017-11-02","16:17:22","Clear","Dry","Very Light","-35.2","19.3","2400","0","19.3","11%","23.1","","Closed","2.625","0","Unsafe","Calm","0.0",
"2017-11-02","16:17:37","Clear","Dry","Very Light","-37.6","19.3","2400","0","19.3","11%","23.2","","Closed","2.624","0","Unsafe","Calm","0.0",
"2017-11-02","16:17:52","Clear","Dry","Very Light","-35.8","19.3","2400","0","19.3","11%","23.2","","Closed","2.630","0","Unsafe","Calm","0.0",
"2017-11-02","16:18:07","Clear","Dry","Very Light","-37.5","19.1","2400","0","19.1","11%","23.1","","Closed","2.633","0","Unsafe","Calm","0.0",
"2017-11-02","16:18:22","Clear","Dry","Very Light","-35.2","19.1","2400","0","19.1","11%","23.1","","Closed","2.805","0","Unsafe","Calm","0.0",
"2017-11-02","16:18:37","Clear","Dry","Very Light","-35.4","19.1","2400","0","19.1","11%","23.1","","Closed","2.623","0","Unsafe","Calm","0.0",
"2017-11-02","16:18:52","Clear","Dry","Very Light","-34.8","19.1","2400","0","19.1","11%","23.2","","Closed","2.623","0","Unsafe","Calm","0.0",
"2017-11-02","16:19:07","Clear","Dry","Very Light","-36.1","19.1","2400","0","19.1","11%","23.2","","Closed","2.625","0","Unsafe","Calm","0.0",
"2017-11-02","16:19:22","Clear","Dry","Very Light","-36.2","19.0","2400","0","19.0","11%","23.1","","Closed","2.632","0","Unsafe","Calm","0.0",
"2017-11-02","16:19:37","Clear","Dry","Very Light","-33.7","19.1","2400","0","19.1","11%","23.4","","Closed","2.638","0","Unsafe","Calm","0.0",
"2017-11-02","16:19:52","Clear","Dry","Very Light","-34.4","19.2","2400","0","19.2","11%","23.7","","Closed","2.730","0","Unsafe","Calm","0.0",
"2017-11-02","16:20:07","Clear","Dry","Very Light","-34.5","19.2","2397","0","19.2","10%","23.7","","Closed","2.647","0","Unsafe","Calm","0.0",
"2017-11-02","16:20:22","Clear","Dry","Very Light","-34.1","19.2","2397","0","19.2","10%","23.7","","Closed","2.626","0","Unsafe","Calm","0.0",
"2017-11-02","16:20:37","Clear","Dry","Very Light","-35.2","19.4","2397","0","19.4","10%","24.0","","Closed","2.638","0","Unsafe","Calm","0.0",
"2017-11-02","16:20:52","Clear","Dry","Very Light","-33.8","19.5","2397","0","19.5","10%","24.0","","Closed","2.633","0","Unsafe","Calm","0.0",
"2017-11-02","16:21:07","Clear","Dry","Very Light","-33.6","19.5","2397","0","19.5","10%","24.2","","Closed","2.628","0","Unsafe","Calm","0.0",
"2017-11-02","16:21:22","Clear","Dry","Very Light","-33.6","19.6","2396","0","19.6","10%","24.5","","Closed","2.711","0","Unsafe","Calm","0.0",
"2017-11-02","16:21:37","Clear","Dry","Very Light","-34.0","19.8","2396","0","19.8","10%","24.7","","Closed","2.629","0","Unsafe","Calm","0.0",
"2017-11-02","16:21:52","Clear","Dry","Very Light","-36.1","19.7","2396","0","19.7","10%","24.5","","Closed","2.631","0","Unsafe","Calm","0.0",
"2017-11-02","16:22:07","Clear","Dry","Very Light","-35.7","19.7","2397","0","19.7","10%","24.4","","Closed","2.626","0","Unsafe","Calm","0.0",
"2017-11-02","16:22:22","Clear","Dry","Very Light","-34.1","19.8","2396","0","19.8","10%","24.5","","Closed","2.632","0","Unsafe","Calm","0.0",
"2017-11-02","16:22:37","Clear","Dry","Very Light","-32.5","19.9","2396","0","19.9","10%","25.1","","Closed","2.627","0","Unsafe","Calm","0.0",
"2017-11-02","16:22:52","Clear","Dry","Very Light","-33.6","20.1","2395","0","20.1","10%","25.2","","Closed","2.728","0","Unsafe","Calm","0.0",
"2017-11-02","16:23:07","Clear","Dry","Very Light","-33.1","20.2","2395","0","20.2","10%","25.6","","Closed","2.625","0","Unsafe","Calm","0.0",
"2017-11-02","16:23:22","Clear","Dry","Very Light","-34.5","20.2","2396","0","20.2","10%","25.6","","Closed","2.629","0","Unsafe","Calm","0.0",
"2017-11-02","16:23:37","Clear","Dry","Very Light","-34.1","20.3","2395","0","20.3","10%","25.6","","Closed","2.630","0","Unsafe","Calm","0.0",
"2017-11-02","16:23:52","Clear","Dry","Very Light","-34.6","20.5","2395","0","20.5","10%","25.8","","Closed","2.625","0","Unsafe","Calm","0.0",
"2017-11-02","16:24:07","Clear","Dry","Very Light","-35.4","20.5","2395","0","20.5","10%","25.9","","Closed","2.627","0","Unsafe","Calm","0.0",
"2017-11-02","16:24:22","Clear","Dry","Very Light","-33.9","20.7","2396","0","20.7","10%","26.3","","Closed","2.689","0","Unsafe","Calm","0.0",
"2017-11-02","16:24:37","Clear","Dry","Very Light","-34.1","20.8","2395","0","20.8","10%","26.5","","Closed","2.628","0","Unsafe","Calm","0.0",
"2017-11-02","16:24:52","Clear","Dry","Very Light","-35.5","20.8","2395","0","20.8","10%","26.4","","Closed","2.637","0","Unsafe","Calm","0.0",
"2017-11-02","16:25:07","Clear","Dry","Very Light","-33.0","20.8","2396","0","20.8","10%","26.5","","Closed","2.629","0","Unsafe","Calm","0.0",
"2017-11-02","16:25:22","Clear","Dry","Very Light","-34.7","21.0","2396","0","21.0","10%","26.8","","Closed","2.620","0","Unsafe","Calm","0.0",
"2017-11-02","16:25:37","Clear","Dry","Very Light","-35.0","21.1","2395","0","21.1","10%","26.9","","Closed","2.654","0","Unsafe","Calm","0.0",
"2017-11-02","16:25:52","Clear","Dry","Very Light","-33.7","21.2","2395","0","21.2","10%","26.9","","Closed","2.691","0","Unsafe","Calm","0.0",
"2017-11-02","16:26:07","Clear","Dry","Very Light","-35.6","21.2","2395","0","21.2","10%","26.8","","Closed","2.624","0","Unsafe","Calm","0.0",
"2017-11-02","16:26:22","Clear","Dry","Very Light","-38.0","21.0","2395","0","21.0","10%","26.1","","Closed","2.628","0","Unsafe","Calm","0.0",
"2017-11-02","16:26:37","Clear","Dry","Very Light","-38.0","20.8","2395","0","20.8","10%","25.3","","Closed","2.631","0","Unsafe","Calm","0.0",
"2017-11-02","16:26:52","Clear","Dry","Very Light","-35.1","20.7","2395","0","20.7","10%","25.2","","Closed","2.632","0","Unsafe","Calm","0.0",
"2017-11-02","16:27:07","Clear","Dry","Very Light","-38.3","20.4","2395","0","20.4","10%","24.6","","Closed","2.626","0","Unsafe","Calm","0.0",
"2017-11-02","16:27:22","Clear","Dry","Very Light","-34.5","20.5","2395","0","20.5","10%","24.9","","Closed","2.801","0","Unsafe","Calm","0.0",
"2017-11-02","16:27:37","Clear","Dry","Very Light","-35.7","20.6","2396","0","20.6","10%","25.2","","Closed","2.620","0","Unsafe","Calm","0.0",
"2017-11-02","16:27:52","Clear","Dry","Very Light","-35.2","20.5","2396","0","20.5","10%","24.9","","Closed","2.624","0","Unsafe","Calm","0.0",
"2017-11-02","16:28:07","Clear","Dry","Very Light","-34.7","20.5","2395","0","20.5","10%","24.9","","Closed","2.629","0","Unsafe","Calm","0.0",
"2017-11-02","16:28:22","Clear","Dry","Very Light","-35.9","20.5","2395","0","20.5","10%","25.1","","Closed","2.623","0","Unsafe","Calm","0.0",
"2017-11-02","16:28:37","Clear","Dry","Very Light","-39.0","20.5","2395","0","20.5","10%","24.8","","Closed","2.622","0","Unsafe","Calm","0.0",
"2017-11-02","16:28:52","Clear","Dry","Very Light","-38.4","20.2","2396","0","20.2","10%","24.1","","Closed","2.691","0","Unsafe","Calm","0.0",
"2017-11-02","16:29:07","Clear","Dry","Very Light","-35.8","20.0","2396","0","20.0","10%","23.8","","Closed","2.623","0","Unsafe","Calm","0.0",
"2017-11-02","16:29:22","Clear","Dry","Very Light","-35.0","20.0","2396","0","20.0","10%","23.9","","Closed","2.623","0","Unsafe","Calm","0.0",
"2017-11-02","16:29:37","Clear","Dry","Very Light","-36.7","19.9","2397","0","19.9","10%","23.7","","Closed","2.634","0","Unsafe","Calm","0.0",
"2017-11-02","16:29:52","Clear","Dry","Very Light","-34.1","19.9","2396","0","19.9","10%","23.9","","Closed","2.630","0","Unsafe","Calm","0.0",
"2017-11-02","16:30:07","Clear","Dry","Very Light","-32.8","20.1","2395","0","20.1","10%","24.7","","Closed","2.637","0","Unsafe","Calm","0.0",
"2017-11-02","16:30:22","Clear","Dry","Very Light","-33.8","20.3","2395","0","20.3","10%","25.3","","Closed","2.806","0","Unsafe","Calm","0.0",
"2017-11-02","16:30:37","Clear","Dry","Very Light","-34.5","20.4","2395","0","20.4","10%","25.8","","Closed","2.625","0","Unsafe","Calm","0.0",
"2017-11-02","16:30:52","Clear","Dry","Very Light","-34.1","20.5","2395","0","20.5","10%","26.0","","Closed","2.626","0","Unsafe","Calm","0.0",
"2017-11-02","16:31:07","Clear","Dry","Very Light","-35.4","20.6","2396","0","20.6","10%","26.2","","Closed","2.650","0","Unsafe","Calm","0.0",
"2017-11-02","16:31:22","Clear","Dry","Very Light","-35.0","20.5","2395","0","20.5","10%","25.7","","Closed","2.619","0","Unsafe","Calm","0.0",
"2017-11-02","16:31:37","Clear","Dry","Very Light","-35.5","20.6","2395","0","20.6","10%","25.9","","Closed","2.621","0","Unsafe","Calm","0.0",
"2017-11-02","16:31:52","Clear","Dry","Very Light","-36.3","20.6","2395","0","20.6","10%","25.7","","Closed","2.792","0","Unsafe","Calm","0.0",
"2017-11-02","16:32:07","Clear","Dry","Very Light","-39.7","20.4","2395","0","20.4","10%","25.2","","Closed","2.624","0","Unsafe","Calm","0.0",
"2017-11-02","16:32:22","Clear","Dry","Very Light","-37.1","20.2","2395","0","20.2","10%","24.5","","Closed","2.627","0","Unsafe","Calm","0.0",
"2017-11-02","16:32:37","Clear","Dry","Very Light","-37.1","20.1","2395","0","20.1","10%","24.3","","Closed","2.624","0","Unsafe","Calm","0.0",
"2017-11-02","16:32:52","Clear","Dry","Very Light","-38.5","20.0","2397","0","20.0","10%","24.1","","Closed","2.627","0","Unsafe","Calm","0.0",
"2017-11-02","16:33:07","Clear","Dry","Very Light","-34.1","19.9","2396","0","19.9","10%","24.1","","Closed","2.629","0","Unsafe","Calm","0.0",
"2017-11-02","16:33:22","Clear","Dry","Very Light","-38.2","19.9","2396","0","19.9","10%","24.0","","Closed","2.685","0","Unsafe","Calm","0.0",
"2017-11-02","16:33:37","Clear","Dry","Very Light","-34.4","19.9","2395","0","19.9","10%","24.2","","Closed","2.634","0","Unsafe","Calm","0.0",
"2017-11-02","16:33:52","Clear","Dry","Very Light","-35.9","20.0","2396","0","20.0","10%","24.5","","Closed","2.621","0","Unsafe","Calm","0.0",
"2017-11-02","16:34:07","Clear","Dry","Very Light","-35.2","20.0","2396","0","20.0","10%","24.6","","Closed","2.623","0","Unsafe","Calm","0.0",
"2017-11-02","16:34:22","Clear","Dry","Very Light","-36.1","20.0","2395","0","20.0","10%","24.4","","Closed","2.630","0","Unsafe","Calm","0.0",
"2017-11-02","16:34:37","Clear","Dry","Very Light","-36.5","20.0","2395","0","20.0","10%","24.5","","Closed","2.631","0","Unsafe","Calm","0.0",
"2017-11-02","16:34:52","Clear","Dry","Very Light","-34.2","20.1","2395","0","20.1","10%","24.7","","Closed","2.686","0","Unsafe","Calm","0.0",
"2017-11-02","16:35:07","Clear","Dry","Very Light","-35.7","20.1","2396","0","20.1","10%","24.9","","Closed","2.628","0","Unsafe","Calm","0.0",
"2017-11-02","16:35:22","Clear","Dry","Very Light","-36.0","20.0","2395","0","20.0","10%","24.7","","Closed","2.627","0","Unsafe","Calm","0.0",
"2017-11-02","16:35:37","Clear","Dry","Very Light","-35.5","20.1","2395","0","20.1","10%","24.8","","Closed","2.629","0","Unsafe","Calm","0.0",
"2017-11-02","16:35:52","Clear","Dry","Very Light","-33.1","20.2","2395","0","20.2","10%","25.2","","Closed","2.625","0","Unsafe","Calm","0.0",
"2017-11-02","16:36:07","Clear","Dry","Very Light","-34.2","20.3","2395","0","20.3","10%","25.3","","Closed","2.631","0","Unsafe","Calm","0.0",
"2017-11-02","16:36:22","Clear","Dry","Very Light","-34.9","20.2","2396","0","20.2","10%","25.1","","Closed","2.698","0","Unsafe","Calm","0.0",
"2017-11-02","16:36:37","Clear","Dry","Very Light","-33.2","20.3","2395","0","20.3","10%","25.3","","Closed","2.625","0","Unsafe","Calm","0.0",
"2017-11-02","16:36:52","Clear","Dry","Very Light","-36.6","20.3","2396","0","20.3","10%","25.2","","Closed","2.628","0","Unsafe","Calm","0.0",
"2017-11-02","16:37:07","Clear","Dry","Very Light","-33.7","20.2","2395","0","20.2","10%","24.9","","Closed","2.644","0","Unsafe","Calm","0.0",
"2017-11-02","16:37:22","Clear","Dry","Very Light","-36.0","20.2","2395","0","20.2","10%","24.8","","Closed","2.625","0","Unsafe","Calm","0.0",
"2017-11-02","16:37:37","Clear","Dry","Very Light","-37.7","20.2","2395","0","20.2","10%","24.9","","Closed","2.621","0","Unsafe","Calm","0.0",
"2017-11-02","16:37:52","Clear","Dry","Very Light","-35.5","20.0","2396","0","20.0","10%","24.5","","Closed","2.704","0","Unsafe","Calm","0.0",
"2017-11-02","16:38:07","Clear","Dry","Very Light","-33.3","20.2","2396","0","20.2","10%","25.2","","Closed","2.624","0","Unsafe","Calm","0.0",
"2017-11-02","16:38:22","Clear","Dry","Very Light","-34.0","20.3","2396","0","20.3","10%","25.5","","Closed","2.627","0","Unsafe","Calm","0.0",
"2017-11-02","16:38:37","Clear","Dry","Very Light","-34.3","20.4","2396","0","20.4","10%","25.6","","Closed","2.630","0","Unsafe","Calm","0.0",
"2017-11-02","16:38:52","Clear","Dry","Very Light","-34.3","20.5","2395","0","20.5","10%","25.9","","Closed","2.621","0","Unsafe","Calm","0.0",
"2017-11-02","16:39:07","Clear","Dry","Very Light","-33.1","20.6","2395","0","20.6","10%","26.1","","Closed","2.625","0","Unsafe","Calm","0.0",
"2017-11-02","16:39:22","Clear","Dry","Very Light","-32.1","20.7","2395","0","20.7","10%","26.3","","Closed","2.697","0","Unsafe","Calm","0.0",
"2017-11-02","16:39:37","Clear","Dry","Very Light","-33.3","20.9","2395","0","20.9","10%","26.7","","Closed","2.627","0","Unsafe","Calm","0.0",
"2017-11-02","16:39:52","Clear","Dry","Very Light","-33.1","21.0","2396","0","21.0","10%","26.8","","Closed","2.622","0","Unsafe","Calm","0.0",
"2017-11-02","16:40:07","Clear","Dry","Very Light","-33.5","21.1","2396","0","21.1","10%","27.0","","Closed","2.627","0","Unsafe","Calm","0.0",
"2017-11-02","16:40:22","Clear","Dry","Very Light","-33.8","21.2","2395","0","21.2","10%","27.2","","Closed","2.632","0","Unsafe","Calm","0.0",
"2017-11-02","16:40:37","Clear","Dry","Very Light","-34.0","21.3","2393","0","21.3","10%","27.4","","Closed","2.633","0","Unsafe","Calm","0.0",
"2017-11-02","16:40:52","Clear","Dry","Very Light","-37.6","21.4","2393","0","21.4","10%","27.5","","Closed","2.696","0","Unsafe","Calm","0.0",
"2017-11-02","16:41:07","Clear","Dry","Very Light","-34.5","21.3","2394","0","21.3","10%","27.5","","Closed","2.629","0","Unsafe","Calm","0.0",
"2017-11-02","16:41:22","Clear","Dry","Very Light","-35.0","21.4","2394","0","21.4","10%","27.5","","Closed","2.619","0","Unsafe","Calm","0.0",
"2017-11-02","16:41:37","Clear","Dry","Very Light","-33.1","21.5","2394","0","21.5","10%","27.8","","Closed","2.620","0","Unsafe","Calm","0.0",
"2017-11-02","16:41:52","Clear","Dry","Very Light","-33.6","21.6","2394","0","21.6","10%","28.1","","Closed","2.624","0","Unsafe","Calm","0.0",
"2017-11-02","16:42:07","Clear","Dry","Very Light","-36.3","21.7","2393","0","21.7","10%","28.1","","Closed","2.640","0","Unsafe","Calm","0.0",
"2017-11-02","16:42:22","Clear","Dry","Very Light","-35.0","21.7","2394","0","21.7","10%","28.1","","Closed","2.685","0","Unsafe","Calm","0.0",
"2017-11-02","16:42:37","Clear","Dry","Very Light","-38.8","21.6","2393","0","21.6","10%","27.9","","Closed","2.630","0","Unsafe","Calm","0.0",
"2017-11-02","16:42:52","Clear","Dry","Very Light","-35.4","21.5","2394","0","21.5","10%","27.7","","Closed","2.623","0","Unsafe","Calm","0.0",
"2017-11-02","16:43:07","Clear","Dry","Very Light","-35.2","21.6","2394","0","21.6","10%","27.8","","Closed","2.625","0","Unsafe","Calm","0.0",
"2017-11-02","16:43:22","Clear","Dry","Very Light","-37.4","21.6","2394","0","21.6","10%","27.4","","Closed","2.628","0","Unsafe","Calm","0.0",
"2017-11-02","16:43:37","Clear","Dry","Very Light","-36.3","21.6","2394","0","21.6","10%","27.3","","Closed","2.625","0","Unsafe","Calm","0.0",
"2017-11-02","16:43:52","Clear","Dry","Very Light","-35.1","21.6","2393","0","21.6","10%","27.4","","Closed","2.690","0","Unsafe","Calm","0.0",
"2017-11-02","16:44:07","Clear","Dry","Very Light","-33.9","21.6","2393","0","21.6","10%","27.5","","Closed","2.630","0","Unsafe","Calm","0.0",
"2017-11-02","16:44:22","Clear","Dry","Very Light","-36.0","21.6","2394","0","21.6","10%","27.2","","Closed","2.624","0","Unsafe","Calm","0.0",
"2017-11-02","16:44:37","Clear","Dry","Very Light","-35.6","21.6","2393","0","21.6","10%","27.3","","Closed","2.633","0","Unsafe","Calm","0.0",
"2017-11-02","16:44:52","Clear","Dry","Very Light","-37.8","21.6","2394","0","21.6","10%","27.1","","Closed","2.629","0","Unsafe","Calm","0.0",
"2017-11-02","16:45:07","Clear","Dry","Very Light","-34.5","21.6","2394","0","21.6","10%","27.0","","Closed","2.627","0","Unsafe","Calm","0.0",
"2017-11-02","16:45:22","Clear","Dry","Very Light","-35.6","21.7","2393","0","21.7","10%","27.3","","Closed","2.687","0","Unsafe","Calm","0.0",
"2017-11-02","16:45:37","Clear","Dry","Very Light","-38.0","21.6","2394","0","21.6","10%","27.1","","Closed","2.620","0","Unsafe","Calm","0.0",
"2017-11-02","16:45:52","Clear","Dry","Very Light","-36.3","21.6","2394","0","21.6","10%","26.9","","Closed","2.619","0","Unsafe","Calm","0.0",
"2017-11-02","16:46:07","Clear","Dry","Very Light","-36.5","21.6","2394","0","21.6","10%","27.1","","Closed","2.623","0","Unsafe","Calm","0.0",
"2017-11-02","16:46:22","Clear","Dry","Very Light","-36.2","21.7","2394","0","21.7","10%","27.1","","Closed","2.626","0","Unsafe","Calm","0.0",
"2017-11-02","16:46:37","Clear","Dry","Very Light","-36.3","21.7","2393","0","21.7","10%","27.1","","Closed","2.627","0","Unsafe","Calm","0.0",
"2017-11-02","16:46:52","Clear","Dry","Very Light","-35.8","21.7","2393","0","21.7","10%","27.2","","Closed","2.682","0","Unsafe","Calm","0.0",
"2017-11-02","16:47:07","Clear","Dry","Very Light","-34.4","21.8","2393","0","21.8","10%","27.5","","Closed","2.631","0","Unsafe","Calm","0.0",
"2017-11-02","16:47:22","Clear","Dry","Very Light","-37.0","21.8","2393","0","21.8","10%","27.7","","Closed","2.626","0","Unsafe","Calm","0.0",
"2017-11-02","16:47:37","Clear","Dry","Very Light","-36.4","21.8","2394","0","21.8","10%","27.9","","Closed","2.632","0","Unsafe","Calm","0.0",
"2017-11-02","16:47:52","Clear","Dry","Very Light","-36.8","21.8","2394","0","21.8","10%","27.8","","Closed","2.623","0","Unsafe","Calm","0.0",
"2017-11-02","16:48:07","Clear","Dry","Very Light","-37.6","21.8","2393","0","21.8","10%","28.0","","Closed","2.625","0","Unsafe","Calm","0.0",
"2017-11-02","16:48:22","Clear","Dry","Very Light","-34.2","21.9","2393","0","21.9","10%","28.4","","Closed","2.799","0","Unsafe","Calm","0.0",
"2017-11-02","16:48:37","Clear","Dry","Very Light","-35.3","21.9","2393","0","21.9","10%","28.5","","Closed","2.629","0","Unsafe","Calm","0.0",
"2017-11-02","16:48:52","Clear","Dry","Very Light","-35.0","22.1","2392","0","22.1","10%","28.7","","Closed","2.633","0","Unsafe","Calm","0.0",
"2017-11-02","16:49:07","Clear","Dry","Very Light","-35.0","22.2","2393","0","22.2","10%","28.7","","Closed","2.630","0","Unsafe","Calm","0.0",
"2017-11-02","16:49:22","Clear","Dry","Very Light","-37.2","22.2","2393","0","22.2","10%","28.6","","Closed","2.623","0","Unsafe","Calm","0.0",
"2017-11-02","16:49:37","Clear","Dry","Very Light","-37.5","22.2","2393","0","22.2","10%","28.4","","Closed","2.619","0","Unsafe","Calm","0.0",
"2017-11-02","16:49:52","Clear","Dry","Very Light","-37.2","22.1","2393","0","22.1","10%","28.1","","Closed","2.698","0","Unsafe","Calm","0.0",
"2017-11-02","16:50:07","Clear","Dry","Very Light","-38.6","22.1","2394","0","22.1","10%","27.6","","Closed","2.630","0","Unsafe","Calm","0.0",
"2017-11-02","16:50:22","Clear","Dry","Very Light","-38.2","21.9","2393","0","21.9","10%","27.2","","Closed","2.623","0","Unsafe","Calm","0.0",
"2017-11-02","16:50:37","Clear","Dry","Very Light","-36.2","22.0","2394","0","22.0","10%","27.1","","Closed","2.619","0","Unsafe","Calm","0.0",
"2017-11-02","16:50:52","Clear","Dry","Very Light","-35.0","22.1","2393","0","22.1","10%","27.5","","Closed","2.639","0","Unsafe","Calm","0.0",
"2017-11-02","16:51:07","Clear","Dry","Very Light","-38.3","22.0","2394","0","22.0","10%","27.3","","Closed","2.624","0","Unsafe","Calm","0.0",
"2017-11-02","16:51:22","Clear","Dry","Very Light","-38.7","21.9","2394","0","21.9","10%","27.0","","Closed","2.686","0","Unsafe","Calm","0.0",
"2017-11-02","16:51:37","Clear","Dry","Very Light","-38.1","21.7","2395","0","21.7","10%","26.5","","Closed","2.626","0","Unsafe","Calm","0.0",
"2017-11-02","16:51:52","Clear","Dry","Very Light","-37.5","21.6","2396","0","21.6","10%","26.4","","Closed","2.629","0","Unsafe","Calm","0.0",
"2017-11-02","16:52:07","Clear","Dry","Very Light","-36.7","21.6","2395","0","21.6","10%","26.2","","Closed","2.624","0","Unsafe","Calm","0.0",
"2017-11-02","16:52:22","Clear","Dry","Very Light","-39.2","21.4","2395","0","21.4","10%","25.9","","Closed","2.624","0","Unsafe","Calm","0.0",
"2017-11-02","16:52:37","Clear","Dry","Very Light","-38.4","21.2","2395","0","21.2","10%","25.4","","Closed","2.625","0","Unsafe","Calm","0.0",
"2017-11-02","16:52:52","Clear","Dry","Very Light","-37.0","21.1","2395","0","21.1","10%","25.2","","Closed","2.680","0","Unsafe","Calm","0.0",
"2017-11-02","16:53:07","Clear","Dry","Very Light","-35.9","21.1","2396","0","21.1","10%","25.5","","Closed","2.618","0","Unsafe","Calm","0.0",
"2017-11-02","16:53:22","Clear","Dry","Very Light","-35.5","21.2","2395","0","21.2","10%","25.7","","Closed","2.626","0","Unsafe","Calm","0.0",
"2017-11-02","16:53:37","Clear","Dry","Very Light","-34.4","21.2","2395","0","21.2","10%","26.0","","Closed","2.625","0","Unsafe","Calm","0.0",
"2017-11-02","16:53:52","Clear","Dry","Very Light","-33.4","21.4","2394","0","21.4","10%","26.5","","Closed","2.630","0","Unsafe","Calm","0.0",
"2017-11-02","16:54:07","Clear","Dry","Very Light","-34.0","21.4","2394","0","21.4","10%","26.7","","Closed","2.627","0","Unsafe","Calm","0.0",
"2017-11-02","16:54:22","Clear","Dry","Very Light","-34.4","21.6","2394","0","21.6","10%","27.2","","Closed","2.684","0","Unsafe","Calm","0.0",
"2017-11-02","16:54:37","Clear","Dry","Very Light","-34.6","21.7","2393","0","21.7","10%","27.2","","Closed","2.631","0","Unsafe","Calm","0.0",
"2017-11-02","16:54:52","Clear","Dry","Very Light","-34.4","21.8","2393","0","21.8","10%","27.5","","Closed","2.625","0","Unsafe","Calm","0.0",
"2017-11-02","16:55:07","Clear","Dry","Very Light","-34.4","21.9","2393","0","21.9","10%","27.7","","Closed","2.623","0","Unsafe","Calm","0.0",
"2017-11-02","16:55:22","Clear","Dry","Very Light","-34.3","22.0","2393","0","22.0","10%","27.9","","Closed","2.632","0","Unsafe","Calm","0.0",
"2017-11-02","16:55:37","Clear","Dry","Very Light","-33.6","21.9","2394","0","21.9","10%","27.6","","Closed","2.620","0","Unsafe","Calm","0.0",
"2017-11-02","16:55:52","Clear","Dry","Very Light","-35.8","22.0","2393","0","22.0","10%","27.6","","Closed","2.683","0","Unsafe","Calm","0.0",
"2017-11-02","16:56:07","Clear","Dry","Very Light","-35.3","22.0","2394","0","22.0","10%","27.6","","Closed","2.622","0","Unsafe","Calm","0.0",
"2017-11-02","16:56:22","Clear","Dry","Very Light","-37.9","21.9","2393","0","21.9","10%","27.2","","Closed","2.626","0","Unsafe","Calm","0.0",
